"Comment ID","Comment Published Date","Comment Author Name","Comment Content","Is Thread","Comment Likes Count","Comment Replies Count","Comment URL"
"Ugxe79sWbM1zd6oIqFV4AaABAg","2019-07-23 09:27:00","Sharon Boykin","I remember years ago chilling, watching Letterman, ready to go to sleep, and this happened
THIS JUST GAVE ME LIFE","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugxe79sWbM1zd6oIqFV4AaABAg"
"UgzvHkFWqRpPGELrQXR4AaABAg","2019-08-10 19:10:45","Pato Tidal","My dream girl 😍
So sexy 😚😚❗","true","3","1","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzvHkFWqRpPGELrQXR4AaABAg"
"Ugxt94qh2Umrp0dK2514AaABAg","2019-08-11 10:41:51","Jamie Roberts","amazing, what a voice","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugxt94qh2Umrp0dK2514AaABAg"
"UgxnQUyyEL10dkzPWXZ4AaABAg","2019-08-11 10:43:11","Jamie Roberts","billie ellish... this is your only expectation","true","1","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgxnQUyyEL10dkzPWXZ4AaABAg"
"Ugw2w7mmbQJ64OOrgR54AaABAg","2019-08-15 14:56:53","Ruby Rodd","Live vocals, and a full live band. Bruh there was a time when a live performance really brought magic. I love me some Fiona Apple","true","2","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugw2w7mmbQJ64OOrgR54AaABAg"
"UgwGzUhhiY5ACrNRT_N4AaABAg","2019-09-09 02:35:09","James Mac Neil","Man that chick was hot!","true","10","1","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgwGzUhhiY5ACrNRT_N4AaABAg"
"Ugz4RqQnKl-ZwNVOEyB4AaABAg","2019-10-13 05:45:24","vinagreberry","Amazing performance. Love how she enters the stage, LOL. She also looked great too, even if she doesn't like that being remarked.","true","4","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugz4RqQnKl-ZwNVOEyB4AaABAg"
"Ugy2QA8iZuu1ai_EUaF4AaABAg","2019-11-04 01:05:14","John Wood","10/10","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugy2QA8iZuu1ai_EUaF4AaABAg"
"UgzpwPCs1K0V0qFbv4V4AaABAg","2019-11-18 14:02:14","Adagio Breeze","Damn every move she makes is like Damn","true","2","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzpwPCs1K0V0qFbv4V4AaABAg"
"Ugzpur8KKNk3iFE1H7V4AaABAg","2019-11-22 03:13:46","Jewel Haines","I love her!  ❤","true","1","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugzpur8KKNk3iFE1H7V4AaABAg"
"UgyvDXbhCnbbf_ZJ0uF4AaABAg","2019-11-25 03:51:51","HCaulfield115","Damn her stage presence...  Sexiness n talent 😍","true","1","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgyvDXbhCnbbf_ZJ0uF4AaABAg"
"UgzQx9oUWe9-icg6bCR4AaABAg","2019-12-02 00:27:40","prepro","Powerhouse.","true","1","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzQx9oUWe9-icg6bCR4AaABAg"
"UgxaJKt8XNbsGfErMI94AaABAg","2019-12-26 08:25:36","Dude Man","This performance was on Letterman on 53 Street in Manhattan, New York City.  Fiona was born and raised in the next neighborhood to the north west called  The Upper West Side in Manhattan before she moved to Los Angeles where her actor father Brandon Maggart lived.  The Upper West Side is also the same neighborhood where John Lennon lived in and died at.","true","2","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgxaJKt8XNbsGfErMI94AaABAg"
"UgzvAmkglJ3XyedEQwx4AaABAg","2020-01-07 16:30:53","Andrew B","This version is brilliant to put it mildly, but an even better performance to me is the one she gives at Sessions at W54 N.Y. https://www.youtube.com/watch?v=4XTz2C3fSCc&t=40s Criminal is at 12:52.","true","1","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzvAmkglJ3XyedEQwx4AaABAg"
"Ugzh_ydFWLf48s8hQvt4AaABAg","2020-01-21 21:26:25","Go Hard","Why does she make that sheep sound when she sings lol","true","2","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugzh_ydFWLf48s8hQvt4AaABAg"
"UgwaCAsCtFPTQHrIZYB4AaABAg","2020-01-29 04:00:48","Bruno Vasco","holy shit","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgwaCAsCtFPTQHrIZYB4AaABAg"
"UgzqX49OY9TGlLsYIpt4AaABAg","2020-02-20 05:46:26","elgiacomo","Fucking amazing.  *clap clap clap clap clap*","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzqX49OY9TGlLsYIpt4AaABAg"
"UgykbaqivqHvv0p6qFt4AaABAg","2020-02-23 07:09:57","coleaddison","Ready for this Drstrangeblob… I was there for this taping.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgykbaqivqHvv0p6qFt4AaABAg"
"Ugyxb7ZIL6Gimlp1xuF4AaABAg","2020-02-23 10:52:07","ankhi khalsa","absolutely unbeatable artist, what a passion and depth she possesses.
I love the fact that she never lip sync's. Now that's a real artist!!!!!
THIS JUST GAVE ME LIFE","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugyxb7ZIL6Gimlp1xuF4AaABAg"
"UgyweV1x7foLZkqEcBN4AaABAg","2020-02-24 13:48:37","bikinikillers","Britney stole this look.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgyweV1x7foLZkqEcBN4AaABAg"
"Ugz_oqcfYtBhbG3UPpx4AaABAg","2020-02-24 17:06:04","Paige Dittmer","There isnt enough views on this amazing performance
absolutely unbeatable artist, what a passion and depth she possesses.","true","2","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugz_oqcfYtBhbG3UPpx4AaABAg"
"Ugyd-s40yeT337VZjEZ4AaABAg","2020-03-02 02:40:09","Vincent Cooper","There isnt enough views on this amazing performance
I miss the talented female music artists from the 90's.
absolutely unbeatable artist, what a passion and depth she possesses.","true","3","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugyd-s40yeT337VZjEZ4AaABAg"
"UgzAZN7r2QlEUuK_X5x4AaABAg","2020-03-04 23:49:45","D.M.C. PRAIS","absolutely brilliant. an old soul in a 19 year olds body
THIS JUST GAVE ME LIFE","true","1","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzAZN7r2QlEUuK_X5x4AaABAg"
"UgyrELajUi_l5ZV-m454AaABAg","2020-03-05 03:03:02","Hettingerfib Maricruzeia","I remember years ago chilling, watching Letterman, ready to go to sleep, and this happened
I miss the 90's :'(","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgyrELajUi_l5ZV-m454AaABAg"
"UgzKB4XlBrU_IcxBHXZ4AaABAg","2020-03-05 11:22:05","Steuberaxe Shadmlk","I miss the 90's :'(
absolutely brilliant. an old soul in a 19 year olds body
There isnt enough views on this amazing performance","true","3","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzKB4XlBrU_IcxBHXZ4AaABAg"
"Ugz9L4nawnZRwfYePuR4AaABAg","2020-03-08 10:44:08","bardofoc","Then the following evening she would embarrass herself in front of the whole country before quietly fading out from the ""shit world"" she so loathed","true","0","1","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugz9L4nawnZRwfYePuR4AaABAg"
"Ugxh-ImvjZZx3PZtJCl4AaABAg","2020-03-13 23:59:38","coleaddison","I was in the audience during this taping.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugxh-ImvjZZx3PZtJCl4AaABAg"
"Ugw409g4HUoLNQqmehZ4AaABAg","2020-04-18 02:50:16","Jay Miller","Fiona kicks ass, wish i was a teenager in the 90’s","true","7","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugw409g4HUoLNQqmehZ4AaABAg"
"UgxBlynxpr7xdZVdC-h4AaABAg","2020-04-24 14:44:23","배성조","하... 진짜 장난없구나","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgxBlynxpr7xdZVdC-h4AaABAg"
"Ugy5ImQmObynfogpjKt4AaABAg","2020-04-27 06:29:02","Christian Rizzo","My first birthday!!","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugy5ImQmObynfogpjKt4AaABAg"
"UgyRQW63gKE8iqFit_h4AaABAg","2020-04-28 16:07:13","Kimo AKA James","This is before she had that freak-out at the MTV awards.... Telling everyone the world is bullshit and stop trying to look like her.....  I loved it...she created a lot of controversy when she said that on live TV..She so high-strung..I..I have always loved Fiona...""Bolt Cutter"" is UNREAL","true","65","2","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgyRQW63gKE8iqFit_h4AaABAg"
"UgzdsQ1MUiOf-2t8CZh4AaABAg","2020-05-02 18:41:54","P.J. Leimgruber","fiona is beautiful and brilliant. And that session drummer isn't far behind.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzdsQ1MUiOf-2t8CZh4AaABAg"
"UgxZPSer_INo7_fcqsx4AaABAg","2020-05-03 17:56:57","Matt Hanlon","Billie Eilish must've been inspired by this...","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgxZPSer_INo7_fcqsx4AaABAg"
"Ugzlrdvt92zU-AHLPRJ4AaABAg","2020-05-10 00:06:56","Cassius Prigol","Guys, i'm such a sucker for nostalgia and that crazy ""simpler time"" shitty talk, but please don't be such old bitchy hags critizing females artists from today. Every now and then some of these artists really try to release something 'artsy fartsy' and the public - sometimes their OWN fans - just give them the cold shoulder. There is A LOT of talent out there, but the public just want to hear what they want to hear. And the industry keeps on feeding them with such music.","true","2","1","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugzlrdvt92zU-AHLPRJ4AaABAg"
"UgwoU7oF3_BP-Z5WWRl4AaABAg","2020-05-15 23:22:48","jamie highins","all the comments are filled with annoying geriatrics. you can love this video without shitting on music (specifically female musicians) of today! music exists outside of what you hear on the radio stop assuming just cus something is popular its the only thing ppl listen to.","true","1","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgwoU7oF3_BP-Z5WWRl4AaABAg"
"UgxPkb12BF4s05055kJ4AaABAg","2020-05-24 16:00:21","E Pruitt","I miss POE.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgxPkb12BF4s05055kJ4AaABAg"
"UgyPF448QRJlT_SnvxZ4AaABAg","2020-05-27 18:04:35","The Real BAZOOKABUBBA","She was very angry girl too angry but I loved ❤ her","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgyPF448QRJlT_SnvxZ4AaABAg"
"UgxqY6jc3tCIR5142st4AaABAg","2020-06-13 12:01:30","Drester","How hot is this woman??? And that voice just amazing!!","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgxqY6jc3tCIR5142st4AaABAg"
"UgzrBVyK_shfmNApO6x4AaABAg","2020-06-14 17:09:35","Charlie Cruz","Fiona has that rare gift of making it seem like she is singing only to you. You can understand then how hurt I was to find out on national television that she thinks I'm a ""delicate (sniffle) man"" , and that she dumped me ""just because she can"". So for that I say ""lock her up!"". 
                     I'm kidding! I'm kidding! I'd be happy with some sort of probation and maybe  an original song  proclaiming me as the most masculine dude ever, with even more testosterone than that Shadowboxer guy she seems so enamored with.","true","2","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzrBVyK_shfmNApO6x4AaABAg"
"UgwKXCsWLtkdFuKeFvt4AaABAg","2020-06-21 06:29:07","rb919","Oh my gosh.. this version is so insanely good, her vocals are stellar : )","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgwKXCsWLtkdFuKeFvt4AaABAg"
"UgwRG14y60uTWRxP8gZ4AaABAg","2020-07-29 14:26:37","mark davey","What a singer /performer","true","2","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgwRG14y60uTWRxP8gZ4AaABAg"
"UgwzrhcdFwlh4rRyvBF4AaABAg","2020-08-10 16:43:15","Patrick Pereira","YEEEEESSSS DAMN","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgwzrhcdFwlh4rRyvBF4AaABAg"
"Ugz1JDNQ3HZ8dsXdITt4AaABAg","2020-09-04 00:16:54","Roberto Breboneria","5 seconds of summer","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugz1JDNQ3HZ8dsXdITt4AaABAg"
"UgzLapxhHaRXMch_OF54AaABAg","2020-09-06 08:06:36","Troma","Then the next night she spoke her mind on MTV and tanked her mainstream career. Glad she is still making music even if it isn't as popular as it used to be.","true","1","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzLapxhHaRXMch_OF54AaABAg"
"UgzPd-0wRXJU8bDkwFF4AaABAg","2020-09-09 23:03:21","Zach Bruneau","I'm so fucking turned on by this.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzPd-0wRXJU8bDkwFF4AaABAg"
"Ugw1fC4wkEdamjn1wIR4AaABAg","2020-09-14 06:10:42","Koi Shooter","I dug this chick a lot at the time, but if she would have showed up in my High School in 1982, and sang this, people would have thrown things at her. She was too raw for the 80's and too awkward for today. She was timed perfect.","true","1","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugw1fC4wkEdamjn1wIR4AaABAg"
"UgxJykPZ2k05WmuZ0tN4AaABAg","2020-09-27 08:58:01","Cipo T.","That entrance lol.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgxJykPZ2k05WmuZ0tN4AaABAg"
"UgxLVVzpGX-BwZ5K9gd4AaABAg","2020-09-29 21:39:06","Grace Ostrowski","Holy s***! I remember this! I was 16yrs old!!! WOW down memories lane!!!✌✌✌","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgxLVVzpGX-BwZ5K9gd4AaABAg"
"Ugwgsnm-dip8nxLXUFx4AaABAg","2020-10-11 17:16:33","Hannah Grace","I just luv her","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugwgsnm-dip8nxLXUFx4AaABAg"
"UgzBSSr4tse2_C1KyGB4AaABAg","2020-10-16 04:54:36","Faerie Dreams","awwww I miss Dave..... Fiona is otherworldly","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzBSSr4tse2_C1KyGB4AaABAg"
"Ugz8kKQZL9CfoVpHBE14AaABAg","2020-10-18 15:20:56","Joshua Hamilton","Just getting here kinda late to this party. I’ve been listening to Fiona for round about 30 years and she’s one of the few musicians who started truly talent well above her peers and only upped her game.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugz8kKQZL9CfoVpHBE14AaABAg"
"UgzTSPJHsihPwg5y9314AaABAg","2020-10-26 16:10:04","Rotciv","god she looked amazing here. she is great.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgzTSPJHsihPwg5y9314AaABAg"
"Ugyz-CR-OrBL1OGnvUp4AaABAg","2020-10-26 16:13:10","Rotciv","This is both way too advanced for its time, and somehow exactly a result of its time.
The 90's had a lot of grungy aesthetic, but she sort of elevates it and makes it timeless.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=Ugyz-CR-OrBL1OGnvUp4AaABAg"
"UgxVGyL_KvZsWMDe0xJ4AaABAg","2020-11-08 20:28:35","Phil Brown","I miss the days when sexy wasn't manufactured.  It was complicated, exciting, and fun.","true","0","0","https://www.youtube.com/watch?v=RQOEcg6V58k&lc=UgxVGyL_KvZsWMDe0xJ4AaABAg"
